state,honey_colonies,yield_per_col,production,stocks,avg_price_per_lb,prod_value,state_code,year
Ohio,15.0,50.0,750.0,278.0,140.0,1050.0,OH,2003
Oklahoma,3.0,47.0,141.0,69.0,184.0,259.0,OK,2003
Oregon,42.0,51.0,2142.0,964.0,127.0,2720.0,OR,2003
Pennsylvania,27.0,50.0,1350.0,419.0,144.0,1944.0,PA,2003
South Carolina,4.0,70.0,280.0,8.0,189.0,529.0,SC,2003
South Dakota,215.0,70.0,15050.0,2709.0,143.0,21522.0,SD,2003
Tennessee,6.0,40.0,240.0,46.0,152.0,365.0,TN,2003
Texas,140.0,67.0,9380.0,1126.0,140.0,13132.0,TX,2003
Utah,25.0,57.0,1425.0,157.0,128.0,1824.0,UT,2003
Vermont,7.0,83.0,581.0,163.0,196.0,1139.0,VT,2003
Virginia,6.0,37.0,222.0,69.0,168.0,373.0,VA,2003
Washington,58.0,56.0,3248.0,942.0,146.0,4742.0,WA,2003
West Virginia,8.0,47.0,376.0,194.0,189.0,711.0,WV,2003
Wisconsin,74.0,77.0,5698.0,2678.0,147.0,8376.0,WI,2003
Alabama,12.0,87.0,1044.0,282.0,141.0,1472.0,AL,2004
Arizona,32.0,55.0,1760.0,774.0,111.0,1954.0,AZ,2004
Arkansas,40.0,57.0,2280.0,388.0,86.0,1961.0,AR,2004
California,390.0,45.0,17550.0,5792.0,101.0,17726.0,CA,2004
Colorado,23.0,80.0,1840.0,791.0,135.0,2484.0,CO,2004
Florida,205.0,98.0,20090.0,2009.0,100.0,20090.0,FL,2004
Georgia,63.0,49.0,3087.0,648.0,119.0,3674.0,GA,2004
Hawaii,8.0,96.0,768.0,77.0,159.0,1221.0,HI,2004
Idaho,100.0,63.0,6300.0,2520.0,99.0,6237.0,ID,2004
Illinois,7.0,55.0,385.0,193.0,186.0,716.0,IL,2004
Indiana,7.0,59.0,413.0,145.0,149.0,615.0,IN,2004
Iowa,35.0,67.0,2345.0,1337.0,106.0,2486.0,IA,2004
Kansas,14.0,80.0,1120.0,683.0,117.0,1310.0,KS,2004
Kentucky,5.0,56.0,280.0,34.0,196.0,549.0,KY,2004
Louisiana,35.0,98.0,3430.0,240.0,78.0,2675.0,LA,2004
Maine,7.0,31.0,217.0,37.0,128.0,278.0,ME,2004
Michigan,65.0,67.0,4355.0,2439.0,114.0,4965.0,MI,2004
Minnesota,135.0,75.0,10125.0,1924.0,104.0,10530.0,MN,2004
Mississippi,18.0,65.0,1170.0,421.0,79.0,924.0,MS,2004
Missouri,16.0,41.0,656.0,151.0,138.0,905.0,MO,2004
Montana,140.0,77.0,10780.0,3773.0,105.0,11319.0,MT,2004
Nebraska,51.0,89.0,4539.0,2043.0,97.0,4403.0,NE,2004
Nevada,14.0,55.0,770.0,316.0,247.0,1902.0,NV,2004
New Jersey,12.0,27.0,324.0,45.0,141.0,457.0,NJ,2004
New Mexico,8.0,44.0,352.0,127.0,119.0,419.0,NM,2004
New York,64.0,67.0,4288.0,1887.0,138.0,5917.0,NY,2004
North Carolina,9.0,40.0,360.0,72.0,193.0,695.0,NC,2004
North Dakota,390.0,78.0,30420.0,9126.0,102.0,31028.0,ND,2004
Ohio,16.0,58.0,928.0,353.0,152.0,1411.0,OH,2004
Oregon,42.0,54.0,2268.0,1111.0,121.0,2744.0,OR,2004
Pennsylvania,30.0,54.0,1620.0,810.0,142.0,2300.0,PA,2004
South Dakota,215.0,105.0,22575.0,13545.0,100.0,22575.0,SD,2004
Tennessee,6.0,54.0,324.0,91.0,173.0,561.0,TN,2004
Texas,116.0,76.0,8816.0,1411.0,95.0,8375.0,TX,2004
Utah,23.0,70.0,1610.0,531.0,107.0,1723.0,UT,2004
Vermont,6.0,68.0,408.0,192.0,151.0,616.0,VT,2004
Virginia,7.0,38.0,266.0,69.0,209.0,556.0,VA,2004
Washington,56.0,63.0,3528.0,1376.0,98.0,3457.0,WA,2004
West Virginia,9.0,55.0,495.0,183.0,141.0,698.0,WV,2004
Wisconsin,68.0,86.0,5848.0,2632.0,119.0,6959.0,WI,2004
Alabama,13.0,66.0,858.0,266.0,110.0,944.0,AL,2005
Arizona,36.0,50.0,1800.0,720.0,105.0,1890.0,AZ,2005
Arkansas,36.0,69.0,2484.0,571.0,83.0,2062.0,AR,2005
